"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"E005_01"	"E005_01a"	"E005_02"	"E005_02a"	"E006_01"	"E006_01a"	"E006_02"	"E006_02a"	"E007_01"	"E007_01a"	"E007_02"	"E007_02a"	"E008_01"	"E008_01a"	"E008_02"	"E008_02a"	"E009_01"	"E009_01a"	"E009_02"	"E009_02a"	"E010_01"	"E010_01a"	"E010_02"	"E010_02a"	"E011_01"	"E011_01a"	"E011_02"	"E011_02a"	"E012_01"	"E012_01a"	"E012_02"	"E012_02a"	"E013_01"	"E013_01a"	"E013_02"	"E013_02a"	"SE13_01"	"SE13_01a"	"SE13_02"	"SE13_02a"	"SE13_03"	"SE13_03a"	"SE13_04"	"SE13_04a"	"SE04_01"	"SE04_01a"	"SE04_02"	"SE04_02a"	"SE04_03"	"SE04_03a"	"SE04_04"	"SE04_04a"	"SE04_05"	"SE04_05a"	"SE04_06"	"SE04_06a"	"SE14_01"	"SE14_01a"	"SE14_02"	"SE14_02a"	"SE14_03"	"SE14_03a"	"SE14_04"	"SE14_04a"	"SE14_05"	"SE14_05a"	"SE14_06"	"SE14_06a"	"SE15_01"	"SE15_01a"	"SE15_02"	"SE15_02a"	"SE15_03"	"SE15_03a"	"SE15_04"	"SE15_04a"	"SE15_05"	"SE15_05a"	"SE15_06"	"SE15_06a"	"SE16_01"	"SE16_01a"	"SE16_02"	"SE16_02a"	"SE16_03"	"SE16_03a"	"SE16_04"	"SE16_04a"	"SE16_05"	"SE16_05a"	"SE16_06"	"SE16_06a"	"SE17_01"	"SE17_01a"	"SE17_02"	"SE17_02a"	"SE17_03"	"SE17_03a"	"SE17_04"	"SE17_04a"	"SE17_05"	"SE17_05a"	"SE17_06"	"SE17_06a"	"SE18_01"	"SE18_01a"	"SE18_02"	"SE18_02a"	"SE18_03"	"SE18_03a"	"SE18_04"	"SE18_04a"	"SE18_05"	"SE18_05a"	"SE18_06"	"SE18_06a"	"FB03"	"FB04_01"	"FB05"	"FB06"	"V101_01"	"V101_02"	"V101_03"	"V101_04"	"V101_05"	"V101_06"	"V102_01"	"V102_02"	"V102_03"	"V102_04"	"V102_05"	"V102_06"	"V103_01"	"V103_02"	"V103_03"	"V103_04"	"V103_05"	"V103_06"	"V104_01"	"V104_02"	"V104_03"	"V104_04"	"V104_05"	"V104_06"	"V105_01"	"V105_02"	"V105_03"	"V105_04"	"V105_05"	"V105_06"	"V106_01"	"V106_02"	"V106_03"	"V106_04"	"V106_05"	"V106_06"	"V107_01"	"V107_02"	"V107_03"	"V107_04"	"V107_05"	"V107_06"	"V108_01"	"V108_02"	"V108_03"	"V108_04"	"V108_05"	"V108_06"	"V109_01"	"V109_02"	"V109_03"	"V109_04"	"V109_05"	"V109_06"	"V110_01"	"V110_02"	"V110_03"	"V110_04"	"V110_05"	"V110_06"	"V111_01"	"V111_02"	"V111_03"	"V111_04"	"V111_05"	"V111_06"	"V112_01"	"V112_02"	"V112_03"	"V112_04"	"V112_05"	"V112_06"	"V113_01"	"V113_02"	"V113_03"	"V113_04"	"V113_05"	"V113_06"	"V114_01"	"V114_02"	"V114_03"	"V114_04"	"V114_05"	"V114_06"	"V115_01"	"V115_02"	"V115_03"	"V115_04"	"V115_05"	"V115_06"	"V116_01"	"V116_02"	"V116_03"	"V116_04"	"V116_05"	"V116_06"	"V117_01"	"V117_02"	"V117_03"	"V117_04"	"V117_05"	"V117_06"	"V118_01"	"V118_02"	"V118_03"	"V118_04"	"V118_05"	"V118_06"	"V119_01"	"V119_02"	"V119_03"	"V119_04"	"V119_05"	"V119_06"	"V120_01"	"V120_02"	"V120_03"	"V120_04"	"V120_05"	"V120_06"	"V121_01"	"V121_02"	"V121_03"	"V121_04"	"V121_05"	"V121_06"	"V122_01"	"V122_02"	"V122_03"	"V122_04"	"V122_05"	"V122_06"	"V123_01"	"V123_02"	"V123_03"	"V123_04"	"V123_05"	"V123_06"	"V124_01"	"V124_02"	"V124_03"	"V124_04"	"V124_05"	"V124_06"	"V125_01"	"V125_02"	"V125_03"	"V125_04"	"V125_05"	"V125_06"	"V126_01"	"V126_02"	"V126_03"	"V126_04"	"V126_05"	"V126_06"	"V127_01"	"V127_02"	"V127_03"	"V127_04"	"V127_05"	"V127_06"	"V128_01"	"V128_02"	"V128_03"	"V128_04"	"V128_05"	"V128_06"	"V129_01"	"V129_02"	"V129_03"	"V129_04"	"V129_05"	"V129_06"	"V130_01"	"V130_02"	"V130_03"	"V130_04"	"V130_05"	"V130_06"	"V131_01"	"V131_02"	"V131_03"	"V131_04"	"V131_05"	"V131_06"	"V132_01"	"V132_02"	"V132_03"	"V132_04"	"V132_05"	"V132_06"	"V133_01"	"V133_02"	"V133_03"	"V133_04"	"V133_05"	"V133_06"	"V134_01"	"V134_02"	"V134_03"	"V134_04"	"V134_05"	"V134_06"	"V135_01"	"V135_02"	"V135_03"	"V135_04"	"V135_05"	"V135_06"	"V136_01"	"V136_02"	"V136_03"	"V136_04"	"V136_05"	"V136_06"	"E503_01"	"E503_02"	"E503_03"	"E503_04"	"E503_05"	"E503_06"	"E503_07"	"E503_08"	"E503_09"	"E504_01"	"E504_01a"	"E504_02"	"E504_02a"	"E504_03"	"E504_03a"	"E504_04"	"E504_04a"	"E504_05"	"E504_05a"	"E505_01"	"E505_01a"	"E505_02"	"E505_02a"	"E505_03"	"E505_03a"	"E505_04"	"E505_04a"	"KO02_01"	"B001_01"	"B001_02"	"B001_03"	"V201_01"	"V201_02"	"V201_03"	"V201_05"	"V201_06"	"V202_01"	"V202_02"	"V202_03"	"V202_05"	"V202_06"	"V203_01"	"V203_02"	"V203_03"	"V203_05"	"V203_06"	"V204_01"	"V204_02"	"V204_03"	"V204_05"	"V204_06"	"V205_01"	"V205_02"	"V205_03"	"V205_05"	"V205_06"	"V206_01"	"V206_02"	"V206_03"	"V206_05"	"V206_06"	"V207_01"	"V207_02"	"V207_03"	"V207_05"	"V207_06"	"V208_01"	"V208_02"	"V208_03"	"V208_05"	"V208_06"	"V209_01"	"V209_02"	"V209_03"	"V209_05"	"V209_06"	"CH01"	"TIME002"	"TIME003"	"TIME004"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME018"	"TIME019"	"TIME020"	"TIME021"	"TIME022"	"TIME023"	"TIME024"	"TIME025"	"TIME027"	"TIME029"	"TIME030"	"TIME031"	"TIME033"	"TIME034"	"TIME035"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
276			"base"	"interview"	2018-12-10 09:10:10	4	5493	3	3176	2	7835	3	2905	5	3461	3	2705	4	8704	5	5095	3	10597	4	1807	1	7826	3	4213	4	7643	3	1723	2	8237	3	1470	3	10394	3	2493	4	13280	3	8883	3	12937	4	10790	2	16286	3	12910	4	9643	3	5215	3	10734	2	6773	4	8470	3	6596	3	16666	2	9110	3	7366	4	6952	2	10615	1	6312	3	16418	2	4992	2	5337	3	12106	4	10948	2	8886	3	16514	4	9501	3	5215	3	11413	2	7548	1	3434	2	3519	2	7585	2	4129	1	2419	1	8659	4	9228	2	4952	1	2114	4	3799	3	8243	2	25	4	1	"T502"	"1"	"40"	"1"	"5"	"2"	"T503"	"1"	"22"	"2"	"5"	"3"	"T504"	"1"	"27"	"3"	"5"	"4"	"T501"	"1"	"50"	"4"	"5"	"3"	"T408"	"2"	"13"	"1"	"4"	"3"	"T406"	"2"	"23"	"2"	"4"	"2"	"T407"	"2"	"10"	"3"	"4"	"4"	"T405"	"2"	"48"	"4"	"4"	"3"	"T903"	"1"	"10"	"1"	"9"	"3"	"T904"	"1"	"48"	"2"	"9"	"2"	"T902"	"1"	"37"	"3"	"9"	"3"	"T901"	"1"	"26"	"4"	"9"	"4"	"T804"	"1"	"19"	"1"	"8"	"2"	"T803"	"1"	"37"	"2"	"8"	"1"	"T802"	"1"	"20"	"3"	"8"	"3"	"T801"	"1"	"45"	"4"	"8"	"2"	"T707"	"2"	"11"	"1"	"7"	"2"	"T708"	"2"	"37"	"2"	"7"	"3"	"T705"	"2"	"26"	"3"	"7"	"4"	"T706"	"2"	"48"	"4"	"7"	"2"	"T308"	"2"	"48"	"1"	"3"	"3"	"T305"	"2"	"12"	"2"	"3"	"4"	"T307"	"2"	"22"	"3"	"3"	"3"	"T306"	"2"	"26"	"4"	"3"	"3"	"T604"	"1"	"46"	"1"	"6"	"2"	"T602"	"1"	"29"	"2"	"6"	"1"	"T601"	"1"	"28"	"3"	"6"	"2"	"T603"	"1"	"27"	"4"	"6"	"2"	"T203"	"1"	"39"	"1"	"2"	"2"	"T202"	"1"	"23"	"2"	"2"	"1"	"T204"	"1"	"31"	"3"	"2"	"1"	"T201"	"1"	"14"	"4"	"2"	"4"	"T105"	"2"	"27"	"1"	"1"	"2"	"T108"	"2"	"13"	"2"	"1"	"1"	"T107"	"2"	"29"	"3"	"1"	"4"	"T106"	"2"	"33"	"4"	"1"	"3"	65	45	80	50	30	40	60	45	55	1	8070	1	6828	4	6969	4	7161	1	3445	4	10574	4	5992	4	5889	3	12068		"0"	"1"	"1"	"S112"	"2"	"118"	"6"	"1"	"S118"	"2"	"117"	"9"	"1"	"S107"	"1"	"120"	"4"	"4"	"S113"	"1"	"133"	"7"	"4"	"S105"	"1"	"129"	"3"	"1"	"S104"	"2"	"146"	"2"	"4"	"S101"	"1"	"111"	"1"	"4"	"S116"	"2"	"126"	"8"	"4"	"S110"	"2"	"140"	"5"	"3"	2	6	2	3	14	12	12	7	10	10	14	10	13	8	47	63	57	58	64	30	39	68	13	34	36	16	42	10	698		2018-12-10 09:21:48	T	F	35	35	1	0	1.07	10
278			"base"	"interview"	2018-12-10 09:27:05	1	2635	4	1632	5	9456	5	4593	4	5124	2	2284	5	6259	6	3271	4	5282	5	4213	4	5773	3	2515	3	4592	2	2425	6	5703	3	2516	1	5371	6	1616	2	6569	2	1537	2	4159	2	10049	4	3607	4	6984	2	3683	4	3014	5	4244	4	3749	5	6634	5	2451	2	6158	2	2437	2	2195	4	2879	3	6616	2	6670	2	1977	2	3631	5	3464	4	2557	5	4259	4	3680	5	3767	5	2862	4	2307	5	2280	5	5091	5	1353	2	7044	5	3037	3	10096	3	3918	3	1862	3	1516	3	1799	5	3447	5	1591	5	2201	2	30	5	2	"T101"	"1"	"24"	"1"	"1"	"4"	"T104"	"1"	"14"	"2"	"1"	"4"	"T103"	"1"	"28"	"3"	"1"	"2"	"T102"	"1"	"32"	"4"	"1"	"4"	"T607"	"2"	"24"	"1"	"6"	"5"	"T606"	"2"	"28"	"2"	"6"	"4"	"T608"	"2"	"27"	"3"	"6"	"5"	"T605"	"2"	"40"	"4"	"6"	"5"	"T506"	"2"	"39"	"1"	"5"	"2"	"T507"	"2"	"37"	"2"	"5"	"2"	"T508"	"2"	"34"	"3"	"5"	"2"	"T505"	"2"	"36"	"4"	"5"	"4"	"T902"	"1"	"22"	"1"	"9"	"3"	"T901"	"1"	"33"	"2"	"9"	"2"	"T904"	"1"	"41"	"3"	"9"	"2"	"T903"	"1"	"21"	"4"	"9"	"2"	"T704"	"1"	"22"	"1"	"7"	"5"	"T703"	"1"	"11"	"2"	"7"	"4"	"T702"	"1"	"26"	"3"	"7"	"5"	"T701"	"1"	"15"	"4"	"7"	"4"	"T305"	"2"	"39"	"1"	"3"	"5"	"T306"	"2"	"16"	"2"	"3"	"5"	"T308"	"2"	"21"	"3"	"3"	"4"	"T307"	"2"	"49"	"4"	"3"	"5"	"T206"	"2"	"48"	"1"	"2"	"5"	"T208"	"2"	"47"	"2"	"2"	"5"	"T205"	"2"	"26"	"3"	"2"	"2"	"T207"	"2"	"41"	"4"	"2"	"5"	"T807"	"2"	"24"	"1"	"8"	"3"	"T805"	"2"	"40"	"2"	"8"	"3"	"T806"	"2"	"12"	"3"	"8"	"3"	"T808"	"2"	"23"	"4"	"8"	"3"	"T406"	"2"	"32"	"1"	"4"	"3"	"T407"	"2"	"14"	"2"	"4"	"5"	"T405"	"2"	"39"	"3"	"4"	"5"	"T408"	"2"	"30"	"4"	"4"	"5"	75	55	80	15	80	70	80	50	65	4	7939	1	4512	1	2497	5	4329	3	3542	6	2670	4	5443	4	3216	4	4031		"0"	"1"	"1"	"S105"	"1"	"150"	"3"	"4"	"S111"	"1"	"133"	"6"	"1"	"S114"	"2"	"132"	"7"	"1"	"S115"	"1"	"116"	"8"	"5"	"S103"	"1"	"111"	"2"	"3"	"S118"	"2"	"109"	"9"	"6"	"S107"	"1"	"137"	"4"	"4"	"S109"	"1"	"113"	"5"	"4"	"S102"	"2"	"113"	"1"	"4"	2	8	3	4	10	15	9	8	10	9	5	9	8	7	24	27	25	27	21	32	15	71	7	25	17	16	26	10	448		2018-12-10 09:34:33	T	F	35	35	1	0	1.39	20
281			"base"	"interview"	2018-12-10 09:59:52	2	5143	5	1722	1	17076	6	2182	6	3384	6	882	1	7635	6	1928	6	4401	6	2750	3	40059	6	2271	6	9997	3	4777	6	25738	6	904	4	20486	3	8222	3	20216	5	10574	4	13681	3	9803	4	12065	5	11292	4	7557	5	6674	3	21949	5	7285	3	26990	3	8750	5	7007	3	7425	3	6531	4	10536	5	6399	4	5868	3	10092	4	9180	3	6416	5	8209	4	9010	3	12636	3	9500	6	6820	3	7214	5	7089	3	13981	3	8279	4	6656	4	9072	6	10989	4	10745	4	7781	4	8250	5	9009	1	5162	4	10743	4	10911	2	30	5	1	"T502"	"1"	"885"	"1"	"5"	"4"	"T504"	"1"	"967"	"2"	"5"	"5"	"T503"	"1"	"609"	"3"	"5"	"4"	"T501"	"1"	"708"	"4"	"5"	"5"	"T606"	"2"	"817"	"1"	"6"	"3"	"T605"	"2"	"925"	"2"	"6"	"5"	"T607"	"2"	"310"	"3"	"6"	"3"	"T608"	"2"	"666"	"4"	"6"	"3"	"T301"	"1"	"643"	"1"	"3"	"5"	"T302"	"1"	"900"	"2"	"3"	"3"	"T303"	"1"	"753"	"3"	"3"	"3"	"T304"	"1"	"442"	"4"	"3"	"4"	"T107"	"2"	"731"	"1"	"1"	"5"	"T105"	"2"	"545"	"2"	"1"	"4"	"T106"	"2"	"350"	"3"	"1"	"3"	"T108"	"2"	"911"	"4"	"1"	"4"	"T704"	"1"	"978"	"1"	"7"	"3"	"T701"	"1"	"804"	"2"	"7"	"5"	"T702"	"1"	"598"	"3"	"7"	"4"	"T703"	"1"	"320"	"4"	"7"	"3"	"T206"	"2"	"486"	"1"	"2"	"3"	"T208"	"2"	"399"	"2"	"2"	"6"	"T207"	"2"	"909"	"3"	"2"	"3"	"T205"	"2"	"528"	"4"	"2"	"5"	"T405"	"2"	"937"	"1"	"4"	"3"	"T408"	"2"	"973"	"2"	"4"	"3"	"T406"	"2"	"906"	"3"	"4"	"4"	"T407"	"2"	"840"	"4"	"4"	"4"	"T804"	"1"	"692"	"1"	"8"	"6"	"T802"	"1"	"890"	"2"	"8"	"4"	"T801"	"1"	"521"	"3"	"8"	"4"	"T803"	"1"	"386"	"4"	"8"	"4"	"T904"	"1"	"456"	"1"	"9"	"5"	"T903"	"1"	"556"	"2"	"9"	"1"	"T902"	"1"	"849"	"3"	"9"	"4"	"T901"	"1"	"695"	"4"	"9"	"4"	10	10	30	20	20	40	35	60	80	4	10859	3	1193	2	15414	2	7777	5	9002	3	6967	3	5707	4	4316	3	3908		"1"	"1"	"1"	"S104"	"2"	"101"	"2"	"4"	"S109"	"1"	"120"	"5"	"3"	"S102"	"2"	"109"	"1"	"2"	"S105"	"1"	"127"	"3"	"2"	"S112"	"2"	"137"	"6"	"5"	"S108"	"2"	"123"	"4"	"3"	"S113"	"1"	"146"	"7"	"3"	"S117"	"1"	"121"	"9"	"4"	"S115"	"1"	"147"	"8"	"3"	2	23	3	9	30	16	28	21	43	11	8	8	5	11	55	69	70	48	55	62	54	78	16	46	23	17	27	29	865		2018-12-10 10:14:17	T	F	35	35	1	0	0.79	2
282			"base"	"interview"	2018-12-10 10:04:59	6	6069	6	5741	4	28163	2	4299	3	6215	5	1100	5	13829	6	18502	1	2720	6	1286	2	100374	6	3562	2	4416	6	1472	2	5763	5	1525	1	17379	6	1751	3	7522	3	8874	4	10378	5	12103	4	42165	2	13305	4	12650	2	9654	5	8832	4	5622	3	18242	5	7787	1	5547	2	9527	2	2415	1	2811	4	12071	4	7197	4	6848	4	9044	2	6770	4	7647	1	16843	2	47148	4	7059	1	4825	3	10406	4	10112	4	11954	4	8259	4	3332	4	5923	2	8083	6	6130	2	7350	1	15045	1	9801	2	15209	4	7499	1	5019	1	21	4	1	"T904"	"1"	"25"	"1"	"9"	"4"	"T903"	"1"	"47"	"2"	"9"	"2"	"T901"	"1"	"35"	"3"	"9"	"4"	"T902"	"1"	"39"	"4"	"9"	"2"	"T701"	"1"	"31"	"1"	"7"	"5"	"T702"	"1"	"20"	"2"	"7"	"4"	"T704"	"1"	"39"	"3"	"7"	"3"	"T703"	"1"	"34"	"4"	"7"	"5"	"T304"	"1"	"45"	"1"	"3"	"1"	"T303"	"1"	"13"	"2"	"3"	"2"	"T301"	"1"	"45"	"3"	"3"	"2"	"T302"	"1"	"11"	"4"	"3"	"1"	"T407"	"2"	"11"	"1"	"4"	"4"	"T408"	"2"	"40"	"2"	"4"	"4"	"T406"	"2"	"18"	"3"	"4"	"4"	"T405"	"2"	"31"	"4"	"4"	"4"	"T207"	"2"	"25"	"1"	"2"	"2"	"T205"	"2"	"43"	"2"	"2"	"4"	"T206"	"2"	"37"	"3"	"2"	"1"	"T208"	"2"	"12"	"4"	"2"	"2"	"T602"	"1"	"35"	"1"	"6"	"4"	"T604"	"1"	"46"	"2"	"6"	"1"	"T603"	"1"	"20"	"3"	"6"	"3"	"T601"	"1"	"17"	"4"	"6"	"4"	"T105"	"2"	"20"	"1"	"1"	"4"	"T106"	"2"	"10"	"2"	"1"	"4"	"T108"	"2"	"11"	"3"	"1"	"4"	"T107"	"2"	"42"	"4"	"1"	"4"	"T503"	"1"	"32"	"1"	"5"	"2"	"T501"	"1"	"32"	"2"	"5"	"6"	"T502"	"1"	"38"	"3"	"5"	"2"	"T504"	"1"	"39"	"4"	"5"	"1"	"T802"	"1"	"47"	"1"	"8"	"1"	"T804"	"1"	"30"	"2"	"8"	"2"	"T801"	"1"	"27"	"3"	"8"	"4"	"T803"	"1"	"31"	"4"	"8"	"1"	65	70	60	50	25	25	60	50	40	4	12711	1	6675	3	5197	4	12274	4	4882	4	3924	1	10231	3	7480	4	8577		"0"	"1"	"0"	"S101"	"1"	"107"	"1"	"4"	"S103"	"1"	"112"	"2"	"1"	"S114"	"2"	"146"	"7"	"3"	"S110"	"2"	"114"	"5"	"4"	"S112"	"2"	"107"	"6"	"4"	"S106"	"2"	"118"	"3"	"4"	"S118"	"2"	"120"	"9"	"1"	"S116"	"2"	"102"	"8"	"3"	"S107"	"1"	"116"	"4"	"4"	2	163	2	9	13	19	34	8	104	33	7	8	4	7	40	94	48	51	99	46	62	67	17	43	32	15	42	24	843		2018-12-10 10:23:10	T	F	35	35	1	0	0.85	6
288			"base"	"interview"	2018-12-10 11:22:07	5	4186	5	13313	2	3742	3	6199	3	10850	4	6146	5	10486	4	5574	2	7153	4	2142	1	5634	4	3617	5	6104	5	4873	1	7850	3	2341	3	24756	4	974	4	13596	4	13830	3	5574	5	9008	5	7878	5	4932	4	5676	5	10794	3	4534	2	7168	3	8786	2	3635	4	3209	4	4982	2	3687	4	4986	4	16819	3	8769	4	13075	2	10651	4	10773	4	10362	4	6666	3	3856	3	3857	5	10834	4	4586	4	13662	3	9664	4	11748	3	4864	3	8959	4	12957	3	11713	5	6956	4	6321	4	9778	3	10737	3	5204	3	3647	2	22	4	1	"T701"	"1"	"687"	"1"	"7"	"5"	"T702"	"1"	"697"	"2"	"7"	"5"	"T704"	"1"	"715"	"3"	"7"	"4"	"T703"	"1"	"418"	"4"	"7"	"5"	"T805"	"2"	"399"	"1"	"8"	"3"	"T807"	"2"	"601"	"2"	"8"	"2"	"T806"	"2"	"375"	"3"	"8"	"3"	"T808"	"2"	"910"	"4"	"8"	"2"	"T906"	"2"	"827"	"1"	"9"	"4"	"T908"	"2"	"637"	"2"	"9"	"4"	"T907"	"2"	"821"	"3"	"9"	"2"	"T905"	"2"	"719"	"4"	"9"	"4"	"T208"	"2"	"692"	"1"	"2"	"4"	"T205"	"2"	"338"	"2"	"2"	"3"	"T206"	"2"	"585"	"3"	"2"	"4"	"T207"	"2"	"621"	"4"	"2"	"2"	"T508"	"2"	"586"	"1"	"5"	"4"	"T505"	"2"	"707"	"2"	"5"	"4"	"T506"	"2"	"615"	"3"	"5"	"4"	"T507"	"2"	"843"	"4"	"5"	"3"	"T401"	"1"	"488"	"1"	"4"	"3"	"T402"	"1"	"929"	"2"	"4"	"5"	"T403"	"1"	"959"	"3"	"4"	"4"	"T404"	"1"	"771"	"4"	"4"	"4"	"T608"	"2"	"905"	"1"	"6"	"3"	"T605"	"2"	"403"	"2"	"6"	"4"	"T607"	"2"	"608"	"3"	"6"	"3"	"T606"	"2"	"628"	"4"	"6"	"3"	"T103"	"1"	"331"	"1"	"1"	"4"	"T101"	"1"	"738"	"2"	"1"	"3"	"T102"	"1"	"984"	"3"	"1"	"5"	"T104"	"1"	"828"	"4"	"1"	"4"	"T306"	"2"	"913"	"1"	"3"	"4"	"T305"	"2"	"787"	"2"	"3"	"3"	"T307"	"2"	"788"	"3"	"3"	"3"	"T308"	"2"	"424"	"4"	"3"	"3"	27	18	78	45	50	10	90	20	45	4	30261	1	9832	1	3156	1	9768	4	25830	2	7436	2	6209	1	5400	5	8065		"1"	"1"	"1"	"S110"	"2"	"120"	"5"	"4"	"S116"	"2"	"140"	"8"	"1"	"S118"	"2"	"119"	"9"	"1"	"S104"	"2"	"127"	"2"	"1"	"S112"	"2"	"103"	"6"	"4"	"S106"	"2"	"139"	"3"	"2"	"S107"	"1"	"133"	"4"	"2"	"S101"	"1"	"124"	"1"	"1"	"S113"	"1"	"102"	"7"	"5"	2	3	15	13	17	18	18	10	12	11	10	11	27	18	44	43	31	72	45	62	45	95	22	80	29	19	48	5	823		2018-12-10 11:35:50	T	F	35	35	1	0	0.89	12
290			"base"	"interview"	2018-12-10 12:09:07	5	3175	3	675	6	3677	5	3871	5	8725	5	330	1	5886	4	1508	1	3681	6	1143	6	11460	6	582	6	3750	1	1138	5	4094	2	778	3	5393	2	984	1	22914	5	4025	5	8785	4	8548	6	25430	6	4550	5	2443	4	3256	4	6949	5	18419	4	960	5	525	4	551	5	485	3	527	2	1711	1	1743	6	2538	5	1863	4	442	5	264	4	328	5	125	3	427	2	427	3	341	4	330	3	300	4	132	5	347	4	421	3	676	4	312	5	327	6	405	5	390	4	407	5	288	4	292	5	749	1	19	4	1	"T303"	"1"	"728"	"1"	"3"	"6"	"T304"	"1"	"804"	"2"	"3"	"6"	"T301"	"1"	"311"	"3"	"3"	"5"	"T302"	"1"	"318"	"4"	"3"	"4"	"T406"	"2"	"640"	"1"	"4"	"4"	"T405"	"2"	"565"	"2"	"4"	"5"	"T407"	"2"	"604"	"3"	"4"	"4"	"T408"	"2"	"940"	"4"	"4"	"5"	"T905"	"2"	"939"	"1"	"9"	"4"	"T906"	"2"	"782"	"2"	"9"	"5"	"T907"	"2"	"358"	"3"	"9"	"3"	"T908"	"2"	"891"	"4"	"9"	"2"	"T602"	"1"	"471"	"1"	"6"	"1"	"T603"	"1"	"696"	"2"	"6"	"6"	"T604"	"1"	"937"	"3"	"6"	"5"	"T601"	"1"	"862"	"4"	"6"	"4"	"T505"	"2"	"624"	"1"	"5"	"5"	"T507"	"2"	"449"	"2"	"5"	"4"	"T506"	"2"	"665"	"3"	"5"	"5"	"T508"	"2"	"961"	"4"	"5"	"3"	"T703"	"1"	"400"	"1"	"7"	"2"	"T702"	"1"	"609"	"2"	"7"	"3"	"T701"	"1"	"462"	"3"	"7"	"4"	"T704"	"1"	"725"	"4"	"7"	"3"	"T803"	"1"	"336"	"1"	"8"	"4"	"T804"	"1"	"737"	"2"	"8"	"5"	"T802"	"1"	"826"	"3"	"8"	"4"	"T801"	"1"	"966"	"4"	"8"	"3"	"T102"	"1"	"657"	"1"	"1"	"4"	"T103"	"1"	"522"	"2"	"1"	"5"	"T101"	"1"	"325"	"3"	"1"	"6"	"T104"	"1"	"444"	"4"	"1"	"5"	"T204"	"1"	"926"	"1"	"2"	"4"	"T203"	"1"	"607"	"2"	"2"	"5"	"T201"	"1"	"427"	"3"	"2"	"4"	"T202"	"1"	"956"	"4"	"2"	"5"	50	10	70	40	70	30	60	5	90	1	776	1	123	1	251	1	256	1	284	1	722	1	87	1	197	1	189		"1"	"1"	"1"	"S108"	"2"	"147"	"4"	"1"	"S118"	"2"	"112"	"9"	"1"	"S101"	"1"	"105"	"1"	"1"	"S110"	"2"	"127"	"5"	"1"	"S115"	"1"	"114"	"8"	"1"	"S105"	"1"	"150"	"3"	"1"	"S111"	"1"	"136"	"6"	"1"	"S113"	"1"	"139"	"7"	"1"	"S103"	"1"	"149"	"2"	"1"	2	2	1	3	8	6	12	5	5	6	9	8	7	6	45	63	6	9	4	3	5	65	13	3	2	13	28	7	344		2018-12-10 12:14:51	T	F	35	35	1	0	2.01	123
